Notikuma identifikators;Vērtība;Lauka nosaukums
220508461;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220660155;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220575393;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220518144;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220652487;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220514798;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220461143;CITS IEMESLS;Iemesls
220526164;CITS IEMESLS;Iemesls
220540094;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220503254;CITS IEMESLS;Iemesls
220626268;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220666517;CITS IEMESLS;Iemesls
220452762;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220666724;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220663301;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220625785;CITS IEMESLS;Iemesls
220511230;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220447497;CITS IEMESLS;Iemesls
220613905;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220546170;CITS IEMESLS;Iemesls
220552964;CITS IEMESLS;Iemesls
220432025;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220401516;CITS IEMESLS;Iemesls
220432627;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220660192;CITS IEMESLS;Iemesls
220544845;DZELZCEĻA PĀRBRAUKTUVJU ŠĶĒRSOŠANAS NOTEIKUMU NEIEVĒROŠANA;Iemesls
220592607;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220671617;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220523985;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220471667;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220692697;CITS IEMESLS;Iemesls
220413964;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220639072;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220485524;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220604449;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220572782;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220402182;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220640189;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220671041;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220549383;CITS IEMESLS;Iemesls
220531753;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220496779;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220476487;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220601855;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220622923;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220576056;CITS IEMESLS;Iemesls
220532709;CITS IEMESLS;Iemesls
220559929;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
221815942;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220579276;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220466570;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220506010;CITS IEMESLS;Iemesls
220624503;CITS IEMESLS;Iemesls
220601802;CITS IEMESLS;Iemesls
220400215;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220700025;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220511034;CITS IEMESLS;Iemesls
220647081;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220497928;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220394587;CITS IEMESLS;Iemesls
220629314;CITS IEMESLS;Iemesls
220694047;Uzbraukšana šķērslim;CSNg veids
220694120;Uzbraukšana šķērslim;CSNg veids
220694220;Uzbraukšana šķērslim;CSNg veids
220694451;Sadursme;CSNg veids
220694582;Sadursme;CSNg veids
220694699;Cits veids;CSNg veids
220694736;Sadursme;CSNg veids
220697646;Uzbraukšana šķērslim;CSNg veids
220697666;Uzbraukšana šķērslim;CSNg veids
220697979;Uzbraukšana šķērslim;CSNg veids
220664579;Apgāšanās;CSNg veids
220664635;Sadursme;CSNg veids
220664718;Uzbraukšana gājējam;CSNg veids
220664908;Apgāšanās;CSNg veids
220665081;Sadursme;CSNg veids
220681420;Uzbraukšana gājējam;CSNg veids
220681421;Uzbraukšana stāvošam tl;CSNg veids
220695493;Sadursme;CSNg veids
220691879;Uzbraukšana šķērslim;CSNg veids
220691904;Uzbraukšana dzīvniekam;CSNg veids
220388837;Uzbraukšana stāvošam tl;CSNg veids
220389420;Cits veids;CSNg veids
220399360;Sadursme;CSNg veids
220399557;Sadursme;CSNg veids
220399563;Cits veids;CSNg veids
220399635;Sadursme;CSNg veids
220399742;Sadursme;CSNg veids
220668577;Sadursme;CSNg veids
220668831;Apgāšanās;CSNg veids
220399856;Uzbraukšana gājējam;CSNg veids
220399952;Uzbraukšana stāvošam tl;CSNg veids
220397997;Uzbraukšana šķērslim;CSNg veids
220398266;Uzbraukšana šķērslim;CSNg veids
220681538;Uzbraukšana stāvošam tl;CSNg veids
220669111;Sadursme;CSNg veids
220692189;Sadursme;CSNg veids
220692190;Uzbraukšana stāvošam tl;CSNg veids
220692318;Sadursme;CSNg veids
220692697;Uzbraukšana šķērslim;CSNg veids
220681630;Uzbraukšana stāvošam tl;CSNg veids
220681799;Sadursme;CSNg veids
220681947;Uzbraukšana dzīvniekam;CSNg veids
220692763;Uzbraukšana šķērslim;CSNg veids
220693242;Uzbraukšana stāvošam tl;CSNg veids
220687039;Sadursme;CSNg veids
220687085;Uzbraukšana velosipēdistam;CSNg veids
220687126;Uzbraukšana šķērslim;CSNg veids
220687255;Cits veids;CSNg veids
220687527;Apgāšanās;CSNg veids
220696343;Sadursme;CSNg veids
220696468;Uzbraukšana šķērslim;CSNg veids
220695724;Sadursme;CSNg veids
220695738;Sadursme;CSNg veids
220695805;Apgāšanās;CSNg veids
220695856;Sadursme;CSNg veids
220695867;Sadursme;CSNg veids
220576344;Uzbraukšana šķērslim;CSNg veids
220576454;Uzbraukšana šķērslim;CSNg veids
220587260;Sadursme;CSNg veids
220666519;Sadursme;CSNg veids
220574646;Uzbraukšana šķērslim;CSNg veids
220574857;Uzbraukšana stāvošam tl;CSNg veids
220604417;Apgāšanās;CSNg veids
220604503;Uzbraukšana šķērslim;CSNg veids
220604629;Uzbraukšana šķērslim;CSNg veids
220604755;Uzbraukšana stāvošam tl;CSNg veids
220604938;Uzbraukšana velosipēdistam;CSNg veids
220605075;Uzbraukšana stāvošam tl;CSNg veids
220682949;Uzbraukšana šķērslim;CSNg veids
220659455;Sadursme;CSNg veids
220659513;Sadursme;CSNg veids
220659576;Sadursme;CSNg veids
220659613;Sadursme;CSNg veids
220659731;Uzbraukšana stāvošam tl;CSNg veids
220659887;Uzbraukšana šķērslim;CSNg veids
220659989;Sadursme;CSNg veids
220562295;Uzbraukšana velosipēdistam;CSNg veids
220661782;Uzbraukšana stāvošam tl;CSNg veids
220658667;Uzbraukšana gājējam;CSNg veids
220658746;Apgāšanās;CSNg veids
220658760;Uzbraukšana stāvošam tl;CSNg veids
220556489;Uzbraukšana velosipēdistam;CSNg veids
220658942;Uzbraukšana stāvošam tl;CSNg veids
220556906;Apgāšanās;CSNg veids
220557095;Sadursme;CSNg veids
220557292;Sadursme;CSNg veids
220557661;Uzbraukšana dzīvniekam;CSNg veids
220575501;Uzbraukšana šķērslim;CSNg veids
220575613;Sadursme;CSNg veids
220557787;Uzbraukšana šķērslim;CSNg veids
220586268;Uzbraukšana dzīvniekam;CSNg veids
220586653;Sadursme;CSNg veids
220657153;Uzbraukšana stāvošam tl;CSNg veids
220657301;Uzbraukšana šķērslim;CSNg veids
220607043;Uzbraukšana stāvošam tl;CSNg veids
220607071;Cits veids;CSNg veids
220607156;Uzbraukšana dzīvniekam;CSNg veids
220603360;Uzbraukšana šķērslim;CSNg veids
220569198;Uzbraukšana šķērslim;CSNg veids
220569879;Uzbraukšana stāvošam tl;CSNg veids
220569908;Sadursme;CSNg veids
220663823;Sadursme;CSNg veids
220570483;Uzbraukšana stāvošam tl;CSNg veids
220570680;Uzbraukšana šķērslim;CSNg veids
220570759;Uzbraukšana stāvošam tl;CSNg veids
220570791;Sadursme;CSNg veids
220588029;Sadursme;CSNg veids
220588233;Apgāšanās;CSNg veids
220702399;Sadursme;CSNg veids
220702436;Sadursme;CSNg veids
221258680;Apgāšanās;CSNg veids
221812924;Uzbraukšana dzīvniekam;CSNg veids
221813368;Sadursme;CSNg veids
221815275;Pasažiera krišana;CSNg veids
221815610;Sadursme;CSNg veids
221816902;Sadursme;CSNg veids
221817041;Uzbraukšana šķērslim;CSNg veids
221949328;Apgāšanās;CSNg veids
220664143;Sadursme;CSNg veids
220588497;Sadursme;CSNg veids
220588509;Uzbraukšana šķērslim;CSNg veids
220678186;Uzbraukšana stāvošam tl;CSNg veids
220678631;Uzbraukšana šķērslim;CSNg veids
220660713;Cits veids;CSNg veids
220660781;Cits veids;CSNg veids
220583886;Uzbraukšana šķērslim;CSNg veids
220589287;Sadursme;CSNg veids
220589610;Uzbraukšana stāvošam tl;CSNg veids
220585437;Uzbraukšana stāvošam tl;CSNg veids
220584401;Sadursme;CSNg veids
220584606;Sadursme;CSNg veids
220584682;Uzbraukšana šķērslim;CSNg veids
220584698;Uzbraukšana stāvošam tl;CSNg veids
220584816;Uzbraukšana šķērslim;CSNg veids
220559929;Sadursme;CSNg veids
220585172;Uzbraukšana šķērslim;CSNg veids
220657661;Uzbraukšana šķērslim;CSNg veids
220657846;Sadursme;CSNg veids
220603692;Sadursme;CSNg veids
220560272;Uzbraukšana stāvošam tl;CSNg veids
220560315;Uzbraukšana šķērslim;CSNg veids
220560460;Uzbraukšana stāvošam tl;CSNg veids
220560493;Uzbraukšana šķērslim;CSNg veids
220657979;Sadursme;CSNg veids
220658017;Uzbraukšana stāvošam tl;CSNg veids
220658165;Uzbraukšana dzīvniekam;CSNg veids
220658370;Uzbraukšana stāvošam tl;CSNg veids
220658434;Apgāšanās;CSNg veids
220603794;Uzbraukšana stāvošam tl;CSNg veids
220556017;Sadursme;CSNg veids
220558967;Uzbraukšana dzīvniekam;CSNg veids
220661255;Uzbraukšana stāvošam tl;CSNg veids
220661479;Sadursme;CSNg veids
220661566;Uzbraukšana šķērslim;CSNg veids
220660311;Uzbraukšana šķērslim;CSNg veids
220559458;Uzbraukšana stāvošam tl;CSNg veids
220666228;Uzbraukšana stāvošam tl;CSNg veids
220666326;Sadursme;CSNg veids
222081727;Cits veids;CSNg veids
222081869;Uzbraukšana šķērslim;CSNg veids
222081884;Sadursme;CSNg veids
222082099;Sadursme;CSNg veids
222082614;Sadursme;CSNg veids
222082846;Sadursme;CSNg veids
220681625;Sadursme;CSNg veids
220681806;Uzbraukšana stāvošam tl;CSNg veids
220588740;Uzbraukšana gājējam;CSNg veids
220588820;Uzbraukšana stāvošam tl;CSNg veids
220588849;Apgāšanās;CSNg veids
220665585;Uzbraukšana stāvošam tl;CSNg veids
220665718;Sadursme;CSNg veids
220665842;Apgāšanās;CSNg veids
220662630;Cits veids;CSNg veids
220677998;Uzbraukšana šķērslim;CSNg veids
220678139;Sadursme;CSNg veids
220569417;Sadursme;CSNg veids
220569662;Uzbraukšana stāvošam tl;CSNg veids
220572782;Uzbraukšana stāvošam tl;CSNg veids
220662726;Uzbraukšana dzīvniekam;CSNg veids
220677601;Uzbraukšana šķērslim;CSNg veids
220679813;Sadursme;CSNg veids
220572998;Uzbraukšana šķērslim;CSNg veids
220573142;Uzbraukšana stāvošam tl;CSNg veids
220573497;Uzbraukšana šķērslim;CSNg veids
220680126;Uzbraukšana stāvošam tl;CSNg veids
220680180;Uzbraukšana šķērslim;CSNg veids
220680335;Sadursme;CSNg veids
220680383;Uzbraukšana stāvošam tl;CSNg veids
220680497;Sadursme;CSNg veids
220680557;Apgāšanās;CSNg veids
220680579;Uzbraukšana šķērslim;CSNg veids
220585271;Uzbraukšana stāvošam tl;CSNg veids
220585315;Sadursme;CSNg veids
220585333;Apgāšanās;CSNg veids
220606230;Cits veids;CSNg veids
220680859;Uzbraukšana stāvošam tl;CSNg veids
220680907;Sadursme;CSNg veids
220657026;Uzbraukšana šķērslim;CSNg veids
220606281;Pasažiera krišana;CSNg veids
220606771;Uzbraukšana dzīvniekam;CSNg veids
220606944;Uzbraukšana šķērslim;CSNg veids
220606948;Uzbraukšana gājējam;CSNg veids
220553787;Uzbraukšana šķērslim;CSNg veids
220577566;Sadursme;CSNg veids
220577641;Uzbraukšana stāvošam tl;CSNg veids
220549734;Uzbraukšana šķērslim;CSNg veids
220550328;Pasažiera krišana;CSNg veids
220550331;Sadursme;CSNg veids
220574421;Sadursme;CSNg veids
220574598;Uzbraukšana šķērslim;CSNg veids
220574730;Sadursme;CSNg veids
220574734;Uzbraukšana dzīvniekam;CSNg veids
220574756;Uzbraukšana šķērslim;CSNg veids
220574889;Sadursme;CSNg veids
220553929;Sadursme;CSNg veids
220550698;Uzbraukšana velosipēdistam;CSNg veids
220550778;Uzbraukšana šķērslim;CSNg veids
220566881;Uzbraukšana stāvošam tl;CSNg veids
220575393;Sadursme;CSNg veids
220575532;Uzbraukšana šķērslim;CSNg veids
220575627;Uzbraukšana stāvošam tl;CSNg veids
220419517;Sadursme;CSNg veids
220419594;Uzbraukšana stāvošam tl;CSNg veids
220419757;Uzbraukšana šķērslim;CSNg veids
220379999;IELAS, CEĻA POSMS;Papildus raksturojums
220660192;IELAS, CEĻA POSMS;Papildus raksturojums
220398887;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220673869;IELAS, CEĻA POSMS;Papildus raksturojums
220646570;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220383296;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220497421;IELAS, CEĻA POSMS;Papildus raksturojums
220659731;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220563442;IELAS, CEĻA POSMS;Papildus raksturojums
220454753;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220690174;IELAS, CEĻA POSMS;Papildus raksturojums
220554246;IELAS, CEĻA POSMS;Papildus raksturojums
220433322;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220424593;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220508520;IELAS, CEĻA POSMS;Papildus raksturojums
220658942;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220428747;IELAS, CEĻA POSMS;Papildus raksturojums
220473556;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220518740;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220552091;IELAS, CEĻA POSMS;Papildus raksturojums
220541673;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220617052;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220458926;IELAS, CEĻA POSMS;Papildus raksturojums
220469293;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220486115;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220659055;IELAS, CEĻA POSMS;Papildus raksturojums
220513082;IELAS, CEĻA POSMS;Papildus raksturojums
220626744;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220504670;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220412329;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220612440;DZELZCEĻA PĀRBRAUKTUVE;Papildus raksturojums
220476472;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220388767;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220463846;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220463790;IELAS, CEĻA POSMS;Papildus raksturojums
220495969;IELAS, CEĻA POSMS;Papildus raksturojums
220505836;IELAS, CEĻA POSMS;Papildus raksturojums
220429989;IELAS, CEĻA POSMS;Papildus raksturojums
220651237;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220455605;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220638838;IELAS, CEĻA POSMS;Papildus raksturojums
220472063;IELAS, CEĻA POSMS, KO REMONTĒ;Papildus raksturojums
220377261;KUSTĪBAS PĀRVADS;Papildus raksturojums
220441127;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220544906;IELAS, CEĻA POSMS;Papildus raksturojums
220452332;IELAS, CEĻA POSMS;Papildus raksturojums
220655234;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220379895;IELAS, CEĻA POSMS;Papildus raksturojums
220424228;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220541932;IELAS, CEĻA POSMS;Papildus raksturojums
220566426;IELAS, CEĻA POSMS;Papildus raksturojums
220683073;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220576022;IELAS, CEĻA POSMS;Papildus raksturojums
220444969;IELAS, CEĻA POSMS;Papildus raksturojums
220405209;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220422909;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220637694;IELAS, CEĻA POSMS;Papildus raksturojums
220450341;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220567778;IELAS, CEĻA POSMS;Papildus raksturojums
220654634;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220537902;IELAS, CEĻA POSMS;Papildus raksturojums
220568457;IELAS, CEĻA POSMS;Papildus raksturojums
220664579;IELAS, CEĻA POSMS;Papildus raksturojums
220429615;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220626279;IELAS, CEĻA POSMS;Papildus raksturojums
220499270;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220482194;IELAS, CEĻA POSMS;Papildus raksturojums
220601976;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220664556;IELAS, CEĻA POSMS;Papildus raksturojums
220399524;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220448953;IELAS, CEĻA POSMS;Papildus raksturojums
220547609;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220421055;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220641712;IELAS, CEĻA POSMS;Papildus raksturojums
220625904;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220500288;IELAS, CEĻA POSMS;Papildus raksturojums
220465360;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220431758;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220663713;IELAS, CEĻA POSMS;Papildus raksturojums
220640025;IELAS, CEĻA POSMS;Papildus raksturojums
220612897;IELAS, CEĻA POSMS;Papildus raksturojums
220656466;IELAS, CEĻA POSMS;Papildus raksturojums
220574730;IELAS, CEĻA POSMS;Papildus raksturojums
220590667;LUKSOFORS STRĀDĀ;Papildus raksturojums
220558723;IELAS, CEĻA POSMS;Papildus raksturojums
220673473;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220694216;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220583986;IELAS, CEĻA POSMS;Papildus raksturojums
220384289;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220621078;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220641051;IELAS, CEĻA POSMS;Papildus raksturojums
220496475;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220399122;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220498834;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220629001;IELAS, CEĻA POSMS;Papildus raksturojums
220690726;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220669198;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220528392;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220529141;IELAS, CEĻA POSMS;Papildus raksturojums
220647343;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220466439;IELAS, CEĻA POSMS;Papildus raksturojums
220678651;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220585271;IELAS, CEĻA POSMS;Papildus raksturojums
220406873;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220530504;IELAS, CEĻA POSMS;Papildus raksturojums
220387972;IELAS, CEĻA POSMS;Papildus raksturojums
220660462;IELAS, CEĻA POSMS;Papildus raksturojums
220411971;IELAS, CEĻA POSMS;Papildus raksturojums
220650463;IELAS, CEĻA POSMS;Papildus raksturojums
220570399;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220683660;IELAS, CEĻA POSMS;Papildus raksturojums
220590358;KUSTĪBAS PĀRVADS;Papildus raksturojums
220476583;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220541484;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220478779;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220663007;IELAS, CEĻA POSMS;Papildus raksturojums
220524257;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220519989;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220502049;DZELZCEĻA PĀRBRAUKTUVE;Papildus raksturojums
220566461;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220681471;IELAS, CEĻA POSMS;Papildus raksturojums
220404739;IELAS, CEĻA POSMS;Papildus raksturojums
220652487;IELAS, CEĻA POSMS;Papildus raksturojums
220583099;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220457542;IELAS, CEĻA POSMS;Papildus raksturojums
220489328;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220446907;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220449179;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220435297;IELAS, CEĻA POSMS;Papildus raksturojums
220672595;VELOSIPĒDU / GĀJĒJU CEĻŠ;Papildus raksturojums
220635337;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220441163;IELAS, CEĻA POSMS;Papildus raksturojums
220624655;IELAS, CEĻA POSMS;Papildus raksturojums
220499826;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220463870;LUKSOFORS STRĀDĀ;Papildus raksturojums
220511851;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220597722;IELAS, CEĻA POSMS;Papildus raksturojums
220425526;IELAS, CEĻA POSMS;Papildus raksturojums
220502966;IELAS, CEĻA POSMS;Papildus raksturojums
220422269;IELAS, CEĻA POSMS;Papildus raksturojums
220529195;IELAS, CEĻA POSMS;Papildus raksturojums
220675306;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220401542;NEREGULĒJAMS KRUSTOJUMS;Papildus raksturojums
220672294;IELAS, CEĻA POSMS;Papildus raksturojums
220596576;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220472648;IELAS, CEĻA POSMS;Papildus raksturojums
220548401;IELAS, CEĻA POSMS;Papildus raksturojums
220425339;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220444764;IELAS, CEĻA POSMS;Papildus raksturojums
220388416;DZELZCEĻA PĀRBRAUKTUVE;Papildus raksturojums
220427428;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220672896;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220700746;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220455661;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220592082;CITS IEMESLS;Iemesls
