Notikuma identifikators;Vērtība;Lauka nosaukums
220680126;Diena;Apgaismojums
220608724;Diena;Apgaismojums
220614138;Tumsa, apgaismojuma nav;Apgaismojums
220383666;Diena;Apgaismojums
220386311;Diena;Apgaismojums
220609447;Diena;Apgaismojums
220610830;Diena;Apgaismojums
220613436;Diena;Apgaismojums
220618690;Tumsa, apgaism.ieslēgts;Apgaismojums
220619933;Diena;Apgaismojums
