Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
220620281;1;Vieglā;CITROEN;;2007;2;Pasažieris;22;S;Nē;viegli miesas bojājumi
220620285;1;Vieglā;CITROEN;XSARA PICASSO;2000;1;Vadītājs;54;S;Nē;bez miesas bojājumiem
220620285;2;Vieglā;BMW;X5 XDRIVE30D;2014;2;Vadītājs;27;S;Nē;bez miesas bojājumiem
220620299;1;Kravas;MAN;TGX;2015;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220620299;2;Puspiekabe;BODEX;KIS3WA;2014;4;;;;Nē;
220620299;3;Vieglā;FORD;TRANSIT;2008;2;Pasažieris;32;V;Nē;viegli miesas bojājumi
220620299;3;Vieglā;FORD;TRANSIT;2008;3;Vadītājs;19;V;Nē;bez miesas bojājumiem
220620325;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220620568;1;Kravas;CITROEN;JUMPER;2005;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220620594;1;Vieglā;BMW;X5 M50D;2015;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220620594;2;Vieglā;BMW;330;2004;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220620617;1;Kravas;MERCEDES BENZ;VITO 110;1999;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
220620617;2;Vieglā;VW;CADDY;2013;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220620722;1;Kravas;MAN;26.293;1997;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220620722;2;Kravas;MAN;TGA 18.460;;2;Vadītājs;57;V;Nē;bez miesas bojājumiem
220620723;1;Autobuss;MERCEDES BENZ;0530G;2006;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220620723;1;Autobuss;MERCEDES BENZ;0530G;2006;2;Pasažieris;90;S;Nē;viegli miesas bojājumi
220620934;1;Vieglā;AUDI;A4;2007;1;Vadītājs;18;V;Jā;bez miesas bojājumiem
220620938;1;Vieglā;AUDI;A4;2006;1;Vadītājs;29;V;Nē;bez miesas bojājumiem
220620938;2;Vieglā;BMW;325;2008;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
220621001;1;Vieglā;AUDI;80;1993;1;Vadītājs;75;V;Nē;bez miesas bojājumiem
220621045;1;Vieglā;TOYOTA;RAV4;2017;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220621045;2;Vieglā;SEAT;IBIZA;1994;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220621078;1;Puspiekabe;KRONE;SD;2013;2;;;;Nē;
220621078;2;Kravas;RENAULT;PREMIUM 460;2010;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220621083;1;Vieglā;PEUGEOT;206;2007;2;Vadītājs;49;V;Nē;bez miesas bojājumiem
220621083;2;Vieglā;RENAULT;TRAFIC;;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220621097;1;Autobuss;SOLARIS;URBINO 18;2003;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
220621259;1;Vieglā;FORD;FOCUS;2014;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220621259;2;Motocikls;YAMAHA;YZF R1;2005;2;Vadītājs;28;V;Nē;viegli miesas bojājumi
220621397;1;Vieglā;TOYOTA;AURIS;2007;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220621431;1;Vieglā;AUDI;A3;2005;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220621431;2;Vieglā;VW;GOLF;1999;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220621478;1;Vieglā;MERCEDES BENZ;V-KLASSE;2016;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220621478;2;Vieglā;HONDA;CRV;1999;2;Vadītājs;56;V;Nē;bez miesas bojājumiem
220621538;1;Kravas;MERCEDES BENZ;ACTROS 1841;2005;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220621538;2;Puspiekabe;KRONE;SD;2007;2;;;;Nē;
220621586;1;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220621586;;;;;;1;Gājējs;43;S;Nē;viegli miesas bojājumi
220621669;1;Vieglā;VOLVO;S80;2002;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220621670;1;Kravas;RENAULT;MASTER;2008;2;Vadītājs;43;V;Nē;bez miesas bojājumiem
220621670;2;Vieglā;BMW;X5;2005;1;Vadītājs;62;V;Nē;viegli miesas bojājumi
220621856;1;Kravas;MAN;TGX 18.440;2014;1;Vadītājs;63;V;Nē;bez miesas bojājumiem
220621856;2;Puspiekabe;KNAPEN;K 100;2017;2;;;;Nē;
220621910;1;Vieglā;VW;GOLF VARIANT;2001;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220621910;2;Vieglā;VW;GOLF PLUS;2006;2;Vadītājs;76;V;Nē;bez miesas bojājumiem
220621967;1;Vieglā;JEEP;GRAND CHEROKEE;2006;1;Vadītājs;28;S;Nē;bez miesas bojājumiem
220622117;1;Vieglā;BMW;525;2005;1;Nenoskaidrots;;;Nē;bez miesas bojājumiem
220622143;1;Vieglā;FORD;FIESTA;2016;1;Vadītājs;41;S;Nē;bez miesas bojājumiem
220622179;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220622180;1;Motocikls;KAWASAKI;ER-6N ABS;2016;1;Citi;37;S;Nē;viegli miesas bojājumi
220622180;1;Motocikls;KAWASAKI;ER-6N ABS;2016;2;Vadītājs;44;V;Nē;bez miesas bojājumiem
220622212;1;Kravas;MERCEDES BENZ;ATEGO 1317;1998;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220622254;1;Vieglā;ŠKODA;FABIA;2008;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220622293;1;Vieglā;VW;PASSAT;2000;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220622293;2;Traktortehnika;;;;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220622508;1;Vieglā;VW;GOLF;2008;1;Vadītājs;28;S;Nē;bez miesas bojājumiem
220622508;2;Vieglā;ŠKODA;OCTAVIA;2018;2;Vadītājs;43;S;Nē;bez miesas bojājumiem
220622521;1;Vieglā;OPEL;ASTRA;1999;1;Vadītājs;29;V;Nē;bez miesas bojājumiem
220622521;2;Vieglā;HONDA;CIVIC;1997;2;Vadītājs;64;V;Nē;bez miesas bojājumiem
220622571;1;Vieglā;SEAT;ALTEA XL;2010;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220622592;1;Velosipēds;;;;1;Velosipēda vadītājs;67;V;Nē;viegli miesas bojājumi
220622592;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220622645;1;Vieglā;AUDI;A4 LIMOUSINE;2012;1;Vadītājs;33;V;Jā;bez miesas bojājumiem
220622727;1;Vieglā;VW;PASSAT;2006;1;Vadītājs;63;V;Nē;bez miesas bojājumiem
220622813;1;Vieglā;BMW;330D;2006;1;Vadītājs;29;V;Nē;viegli miesas bojājumi
220622923;1;Vieglā;VOLVO;S60;2002;1;Vadītājs;42;S;Nē;bez miesas bojājumiem
220622923;2;Vieglā;AUDI;A4;1999;2;Vadītājs;29;S;Nē;bez miesas bojājumiem
220622984;1;Vieglā;TOYOTA;RAV4;2007;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
220622984;2;Vieglā;VOLVO;V50;2006;3;Vadītājs;27;V;Nē;bez miesas bojājumiem
220622984;3;Vieglā;ŠKODA;FABIA;2001;2;Vadītājs;50;S;Nē;bez miesas bojājumiem
220623034;1;Vieglā;AUDI;A4 AVANT;1998;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220623034;2;Vieglā;VOLVO;V70;2010;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
220623042;1;Vieglā;AUDI;A6 AVANT;2003;1;Pasažieris;46;S;Nē;bez miesas bojājumiem
220623042;1;Vieglā;AUDI;A6 AVANT;2003;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220623042;2;Vieglā;VW;PASSAT;2019;2;Vadītājs;43;V;Nē;bez miesas bojājumiem
220623048;1;Motocikls;SUZUKI;INTRUDER 1400;1994;1;Vadītājs;61;V;Nē;smagi miesas bojājumi
220623132;1;Kravas;VOLVO;FM440;2009;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
220623159;1;Vieglā;VW;GOLF VARIANT;1999;2;Vadītājs;22;S;Nē;bez miesas bojājumiem
220623159;2;Vieglā;TOYOTA;AVENSIS;2011;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220623200;1;Vieglā;BMW;525;2002;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
220623200;2;Vieglā;AUDI;A4 LIMOUSINE;2012;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220623300;1;Kravas vilcējs;VOLVO;FH;2018;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220623513;1;Vieglā;BMW;330;2001;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
220623513;2;Vieglā;OPEL;ASTRA;2004;1;Vadītājs;32;S;Nē;viegli miesas bojājumi
220623529;1;Vieglā;MERCEDES BENZ;S350 BLUETEC;2013;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220623550;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220623604;1;Kravas;FIAT;DUCATO;2005;2;Vadītājs;46;V;Nē;bez miesas bojājumiem
220623604;2;Piekabe;BRENTEX TRAILER;BREN4002LH;2013;3;;;;Nē;
220623604;3;Puspiekabe;SCHMITZ;SKO 24;2017;3;;;;Nē;
220623604;4;Kravas;SCANIA;R 450;2016;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220623617;1;Vieglā;VW;PASSAT;2010;1;Vadītājs;73;V;Nē;viegli miesas bojājumi
220623661;1;Kravas;VW;LT46;2000;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220623661;2;Puspiekabe;KRONE;SDP 27;2005;3;Atbildīgais par piekabi;;V;Nē;bez miesas bojājumiem
220623661;3;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220623736;1;Kravas;SCANIA;P 280;2019;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
220623895;1;Vieglā;VW;PASSAT VARIANT;2005;2;Vadītājs;25;S;Nē;bez miesas bojājumiem
220623895;2;Vieglā;VW;GOLF;2009;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220623895;3;Vieglā;FORD;FOCUS;2014;3;Vadītājs;34;V;Nē;bez miesas bojājumiem
220624018;1;Vieglā;BMW;320;2006;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220624018;2;Vieglā;AUDI;A3;2000;1;Vadītājs;55;S;Nē;viegli miesas bojājumi
220624221;1;Autobuss;MERCEDES BENZ;INTOURO M;2021;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220624225;1;Vieglā;DACIA;SANDERO;2014;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220624225;2;Vieglā;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
220624280;1;Vieglā;FORD;FOCUS;2014;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220624326;1;Velosipēds;;;;2;Velosipēda vadītājs;;V;Nē;bez miesas bojājumiem
220624326;;;;;;1;Gājējs;60;S;Nē;smagi miesas bojājumi
220624442;1;Vieglā;TOYOTA;AURIS;2010;1;Vadītājs;40;S;Nē;viegli miesas bojājumi
220624442;1;Vieglā;TOYOTA;AURIS;2010;2;Pasažieris;3;V;Nē;viegli miesas bojājumi
220624448;1;Vieglā;MERCEDES BENZ;E350;2011;1;Vadītājs;23;V;Jā;viegli miesas bojājumi
220624448;2;Vieglā;RENAULT;MASTER;2013;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220624484;1;Vieglā;VW;TIGUAN;2013;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
220624484;2;Vieglā;OPEL;ZAFIRA;2011;2;Vadītājs;67;V;Nē;bez miesas bojājumiem
220624490;1;Vieglā;ŠKODA;FABIA;2004;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
220624490;2;Vieglā;RENAULT;TRAFIC;2010;1;Vadītājs;67;V;Nē;bez miesas bojājumiem
220624490;3;Kravas;SCANIA;;2015;3;Vadītājs;53;V;Nē;bez miesas bojājumiem
220624490;4;Piekabe;SCHMITZ;CARGOBULL;2014;3;Citi;53;V;Nē;bez miesas bojājumiem
220624503;1;Vieglā;MAZDA;6;2002;1;Vadītājs;28;S;Nē;bez miesas bojājumiem
220624503;2;Vieglā;OPEL;ASTRA;1999;2;Vadītājs;19;S;Nē;bez miesas bojājumiem
220624521;1;Vieglā;OPEL;ZAFIRA;2007;2;Vadītājs;31;S;Nē;bez miesas bojājumiem
220624521;2;Vieglā;CITROEN;BERLINGO;2006;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220624524;1;Vieglā;OPEL;ZAFIRA;2007;2;Vadītājs;42;S;Nē;bez miesas bojājumiem
220624524;2;Kravas;VW;TRANSPORTER;2005;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
220624529;1;Vieglā;AUDI;A4;2003;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220624529;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220624596;1;Vieglā;TOYOTA;AVENSIS;2007;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
220624596;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220624655;1;Kravas;IVECO;65C18;2009;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220624655;2;Kravas vilcējs;MAN;;;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220624779;1;Vieglā;BMW;118;2009;1;Vadītājs;26;S;Nē;bez miesas bojājumiem
220624797;1;Kravas;RENAULT;MASTER;2016;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220624804;1;Vieglā;BMW;X5 M50D;2020;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220624810;1;Vieglā;VOLVO;V60;2011;1;Vadītājs;45;V;Nē;viegli miesas bojājumi
220624879;1;Vieglā;VW;GOLF;1992;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220624947;1;Vieglā;AUDI;A6 AVANT;2003;1;Vadītājs;82;V;Nē;bez miesas bojājumiem
220624947;2;Vieglā;VOLVO;V40;2003;2;Vadītājs;31;S;Nē;bez miesas bojājumiem
220624980;1;Vieglā;AUDI;A3;2001;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220624980;2;Vieglā;OPEL;ASTRA;2005;1;Vadītājs;74;S;Nē;bez miesas bojājumiem
220624995;1;Vieglā;BMW;X3;2013;4;Pasažieris;19;S;Nē;viegli miesas bojājumi
220624995;1;Vieglā;BMW;X3;2013;1;Vadītājs;40;S;Nē;bez miesas bojājumiem
220624995;1;Vieglā;BMW;X3;2013;3;Pasažieris;70;S;Nē;viegli miesas bojājumi
220624995;2;Autobuss;MERCEDES BENZ;0530G;2006;2;Vadītājs;48;V;Nē;viegli miesas bojājumi
220625232;1;Vieglā;BMW;330;2007;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220625236;1;Vieglā;AUDI;A4;2008;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220625236;2;Kravas;MERCEDES BENZ;ATEGO;2006;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
220625329;1;Vieglā;MERCEDES BENZ;SPRINTER 311;2008;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220625329;2;Vieglā;VW;PASSAT;2006;2;Vadītājs;30;V;Nē;bez miesas bojājumiem
220625516;1;Vieglā;CHRYSLER;SEBRING;2003;1;Vadītājs;19;V;Jā;bez miesas bojājumiem
220625604;1;Vieglā;SUBARU;OUTBACK;2017;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220625625;1;Kravas;MERCEDES BENZ;SPRINTER 313;2008;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220625625;2;Vieglā;TOYOTA;RAV4;2013;2;Vadītājs;45;V;Nē;bez miesas bojājumiem
220625660;1;Vieglā;SAAB;9-5;2007;1;Vadītājs;80;V;Nē;bez miesas bojājumiem
220625742;1;Vieglā;TOYOTA;COROLLA;2019;3;Vadītājs;30;S;Nē;bez miesas bojājumiem
220625742;2;Vieglā;SUZUKI;GRAND VITARA;2005;2;Pasažieris;45;S;Nē;viegli miesas bojājumi
220625742;2;Vieglā;SUZUKI;GRAND VITARA;2005;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220625785;1;Vieglā;BMW;530;2006;1;Nenoskaidrots;;;Nē;bez miesas bojājumiem
220625785;2;Vieglā;LAND ROVER;RANGE ROVER;2005;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
220625801;1;Vieglā;RENAULT;LAGUNA;2007;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
220625801;;;;;;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
220625904;1;Vieglā;OPEL;VECTRA;2007;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220625904;2;Vieglā;BMW;X5;2004;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220625978;1;Vieglā;PEUGEOT;308;2020;1;Vadītājs;18;S;Nē;bez miesas bojājumiem
220626025;1;Vieglā;FORD;MONDEO;2008;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
220626025;2;Kravas;RENAULT;TRAFIC;2011;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
220626103;1;Autobuss;SETRA;S415 UL;2008;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220626103;1;Autobuss;SETRA;S415 UL;2008;3;Pasažieris;20;S;Nē;viegli miesas bojājumi
220626103;2;Vieglā;VOLVO;V70;2000;2;Vadītājs;57;V;Nē;bez miesas bojājumiem
220626104;1;Vieglā;VW;PASSAT VARIANT;1995;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220626126;1;Vieglā;VOLVO;C30;2010;1;Vadītājs;26;S;Nē;bez miesas bojājumiem
220626192;1;Vieglā;FIAT;500;2019;2;Vadītājs;33;S;Nē;bez miesas bojājumiem
220626192;2;Vieglā;OPEL;ASTRA STATION WAGON;2010;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220626252;1;Kravas;MERCEDES BENZ;ACTROS 1840;2001;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220626262;1;Vieglā;FORD;S-MAX;2008;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220626268;1;Vieglā;OPEL;CORSA;2008;1;Vadītājs;57;S;Nē;bez miesas bojājumiem
220626279;1;Vieglā;FORD;GALAXY;2000;2;Vadītājs;53;V;Nē;bez miesas bojājumiem
220626279;2;Vieglā;BMW;316;2005;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220626294;1;Vieglā;FORD;GALAXY;1999;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220626420;1;Autobuss;SOLARIS;URBINO 18;2002;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
220626459;1;Vieglā;AUDI;80 AVANT;1994;5;Pasažieris;13;S;Nē;viegli miesas bojājumi
220626459;1;Vieglā;AUDI;80 AVANT;1994;4;Vadītājs;43;V;Nē;viegli miesas bojājumi
220626459;2;Vieglā;AUDI;Q7;2013;2;Vadītājs;56;V;Nē;bez miesas bojājumiem
220626459;3;Vieglā;BMW;320;2007;3;Vadītājs;27;V;Nē;bez miesas bojājumiem
220626459;4;Vieglā;SUBARU;OUTBACK;2018;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
220626479;1;Vieglā;OPEL;MERIVA;2009;2;Vadītājs;41;S;Nē;bez miesas bojājumiem
220626479;2;Velosipēds;;;;1;Velosipēda vadītājs;69;S;Nē;viegli miesas bojājumi
220626576;1;Kravas;MERCEDES BENZ;312;1997;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220626618;1;Vieglā;OPEL;ASTRA NOTCHBACK;2017;2;Vadītājs;33;S;Nē;bez miesas bojājumiem
220626618;2;Vieglā;VOLVO;XC70;2007;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220626698;1;Vieglā;OPEL;ASTRA CARAVAN;2004;1;Vadītājs;18;V;Nē;bez miesas bojājumiem
220626744;1;Vieglā;VW;POLO;2003;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220626887;1;Vieglā;VOLVO;S60;2006;1;Vadītājs;46;V;Nē;viegli miesas bojājumi
220626887;2;Vieglā;VW;PASSAT;2016;3;Vadītājs;27;S;Nē;bez miesas bojājumiem
220626887;3;Vieglā;VW;POLO;2005;2;Vadītājs;38;S;Nē;bez miesas bojājumiem
220627028;1;Vieglā;AUDI;A6 AVANT;1996;1;Vadītājs;16;V;Nē;bez miesas bojājumiem
220627054;1;Vieglā;VOLVO;S80;2004;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220627065;1;Vieglā;TOYOTA;AVENSIS;2016;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220627179;1;Vieglā;VW;PASSAT;2012;2;Vadītājs;30;V;Nē;viegli miesas bojājumi
220627179;2;Vieglā;BMW;525;2005;1;Vadītājs;70;V;Nē;bez miesas bojājumiem
220627182;1;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Citi;20;V;Nē;bez miesas bojājumiem
220627182;;;;;;2;Gājējs;22;S;Nē;viegli miesas bojājumi
220627199;1;Velosipēds;;;;1;Velosipēda vadītājs;17;V;Nē;smagi miesas bojājumi
220627246;1;Vieglā;BMW;318;1998;2;Vadītājs;20;S;Nē;bez miesas bojājumiem
220627246;2;Kravas;SCANIA;94D;2001;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220627300;1;Autobuss;SCANIA;L94UB;2005;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220627300;;;;;;2;Gājējs;25;V;Nē;smagi miesas bojājumi
220627320;1;Vieglā;OPEL;VIVARO-B;2016;1;Vadītājs;65;V;Nē;bez miesas bojājumiem
220627352;1;Vieglā;TOYOTA;AURIS;2012;1;Vadītājs;70;V;Nē;bez miesas bojājumiem
220627352;2;Vieglā;VW;UP!;2015;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220627352;3;Vieglā;SEAT;ALTEA;2006;2;Vadītājs;37;S;Nē;bez miesas bojājumiem
220627385;1;Vieglā;VOLVO;S60;2011;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220627496;1;Vieglā;SAAB;9-3;2005;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
220627496;2;Vieglā;VW;TOUAREG;2004;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220627514;1;Kravas;MAN;TGX 18.440;2010;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220627514;2;Puspiekabe;KRONE;SD;2012;2;;;;Nē;
220627608;1;Trolejbuss;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220627608;2;Trolejbuss;;;;1;Pasažieris;77;S;Nē;viegli miesas bojājumi
220627664;1;Vieglā;HYUNDAI;I30;2014;2;Vadītājs;32;S;Nē;bez miesas bojājumiem
220627664;2;Vieglā;VW;GOLF;2004;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220627702;1;Vieglā;BMW;330;2000;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
220627757;1;Kravas;MERCEDES BENZ;;2010;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220627879;1;Kravas;FORD;FIESTA;2011;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220627918;1;Vieglā;BMW;318;2002;1;Vadītājs;23;V;Nē;bez miesas bojājumiem
220627925;1;Vieglā;AUDI;A6;2006;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220628045;1;Vieglā;FORD;FIESTA;2006;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
220628108;1;Vieglā;MERCEDES BENZ;GLE 350 D 4MATIC;2018;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
220628108;2;Vieglā;TOYOTA;C-HR;2021;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220628127;1;Kravas;SCANIA;P 310;2006;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220628202;1;Vieglā;LANCIA;VOYAGER;2014;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220628202;2;Vieglā;FORD;FOCUS;2002;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220628265;1;Piekabe;SCHMITZ;;;2;Atbildīgais par piekabi;57;V;Nē;bez miesas bojājumiem
220628265;1;Piekabe;SCHMITZ;-;2007;2;Atbildīgais par piekabi;57;V;Nē;bez miesas bojājumiem
220628265;2;Vieglā;AUDI;A6;2004;3;Vadītājs;22;V;Nē;bez miesas bojājumiem
220628265;3;Kravas;VOLVO;FH;2014;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220628299;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220628353;1;Vieglā;BMW;X5 M50D;2015;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220628353;2;Vieglā;VW;PASSAT;2004;1;Vadītājs;85;V;Nē;bez miesas bojājumiem
220628359;1;Vieglā;VOLVO;XC70;2007;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
220628359;2;Vieglā;ŠKODA;OCTAVIA;2020;2;Vadītājs;30;V;Nē;bez miesas bojājumiem
220628587;1;Vieglā;TOYOTA;RAV4;2019;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220628587;2;Velosipēds;;;;2;Velosipēda vadītājs;15;V;Nē;bez miesas bojājumiem
220628707;1;Kravas;SCANIA;P94;2004;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220628717;1;Vieglā;MERCEDES BENZ;V-KLASSE;2017;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220628717;2;Vieglā;BMW I;I3;2017;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220628731;1;Vieglā;AUDI;A6 AVANT;1999;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220628731;2;Vieglā;BMW;523;1998;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220628753;1;Vieglā;BMW;X5;2005;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220628753;2;Vieglā;AUDI;A6;2006;2;Vadītājs;30;S;Nē;bez miesas bojājumiem
220628753;3;Vieglā;VW;PASSAT;2018;3;Vadītājs;34;S;Nē;bez miesas bojājumiem
220628985;1;Vieglā;VOLVO;V50;2007;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220628985;2;Vieglā;RENAULT;LAGUNA;2007;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220629001;1;Mopēds,motorollers;;;;1;Mopēdists;14;S;Nē;viegli miesas bojājumi
220629145;1;Velosipēds;;;;1;Velosipēda vadītājs;29;V;Jā;bez miesas bojājumiem
220629222;1;Vieglā;AUDI;A8;2006;2;Vadītājs;57;V;Nē;bez miesas bojājumiem
220629222;2;Vieglā;AUDI;A3;2003;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220629314;1;Vieglā;MERCEDES BENZ;A140;1998;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220629436;1;Vieglā;OPEL;INSIGNIA LIMOUSINE H;2016;1;Vadītājs;22;V;Nē;bez miesas bojājumiem
220629516;1;Vieglā;VW;PASSAT;2006;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220629553;1;Vieglā;VW;GOLF;2005;1;Vadītājs;19;V;Nē;viegli miesas bojājumi
220629695;1;Kravas;PEUGEOT;BOXER;2012;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
